,Notes,UCD - ICD Chapter,UCD - ICD Chapter Code,Race,Race Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Deaths,Population
4925,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2007.0,2007.0,370.0,864219,42.8
4926,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2008.0,2008.0,379.0,876582,43.2
4927,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2009.0,2009.0,387.0,899296,43.0
4928,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2010.0,2010.0,427.0,918247,46.5
4929,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2011.0,2011.0,372.0,946215,39.3
4930,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2012.0,2012.0,419.0,947862,44.2
4931,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2013.0,2013.0,433.0,957409,45.2
4932,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2014.0,2014.0,414.0,965804,42.9
4933,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2015.0,2015.0,469.0,976142,48.0
4934,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2016.0,2016.0,465.0,980677,47.4
4935,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,55-64 years,55-64,2017.0,2017.0,462.0,985877,46.9
4936,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,1999.0,1999.0,1061.0,586657,180.9
4937,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2000.0,2000.0,1088.0,584644,186.1
4938,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2001.0,2001.0,1071.0,572866,187.0
4939,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2002.0,2002.0,974.0,564066,172.7
4940,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2003.0,2003.0,1042.0,556681,187.2
4941,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2004.0,2004.0,1002.0,550190,182.1
4942,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2005.0,2005.0,979.0,543513,180.1
4943,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2006.0,2006.0,884.0,537714,164.4
4944,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2007.0,2007.0,878.0,542307,161.9
4945,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2008.0,2008.0,944.0,558718,169.0
4946,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2009.0,2009.0,959.0,570333,168.1
4947,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2010.0,2010.0,942.0,577400,163.1
4948,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2011.0,2011.0,904.0,589743,153.3
4949,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2012.0,2012.0,1019.0,624963,163.0
4950,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2013.0,2013.0,990.0,648109,152.8
4951,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2014.0,2014.0,983.0,668568,147.0
4952,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2015.0,2015.0,1094.0,688560,158.9
4953,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2016.0,2016.0,1100.0,709178,155.1
4954,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,65-74 years,65-74,2017.0,2017.0,1108.0,734406,150.9
4955,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,1999.0,1999.0,2375.0,454901,522.1
4956,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2000.0,2000.0,2245.0,460644,487.4
4957,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2001.0,2001.0,2233.0,465211,480.0
4958,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2002.0,2002.0,2328.0,467333,498.1
4959,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2003.0,2003.0,2291.0,466345,491.3
4960,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2004.0,2004.0,2278.0,465942,488.9
4961,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2005.0,2005.0,2294.0,460640,498.0
4962,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2006.0,2006.0,2037.0,452225,450.4
4963,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2007.0,2007.0,2069.0,446263,463.6
4964,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2008.0,2008.0,2142.0,438018,489.0
4965,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2009.0,2009.0,1954.0,428316,456.2
4966,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2010.0,2010.0,1974.0,422715,467.0
4967,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2011.0,2011.0,2041.0,414993,491.8
4968,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2012.0,2012.0,1930.0,409903,470.8
4969,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2013.0,2013.0,1881.0,404860,464.6
4970,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2014.0,2014.0,1799.0,400904,448.7
4971,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2015.0,2015.0,1926.0,397522,484.5
4972,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2016.0,2016.0,1769.0,398953,443.4
4973,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,75-84 years,75-84,2017.0,2017.0,1846.0,413168,446.8
4974,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,1999.0,1999.0,2932.0,195474,1499.9
4975,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2000.0,2000.0,2784.0,199016,1398.9
4976,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2001.0,2001.0,2992.0,202063,1480.7
4977,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2002.0,2002.0,3055.0,203305,1502.7
4978,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2003.0,2003.0,2908.0,205775,1413.2
4979,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2004.0,2004.0,2957.0,206330,1433.1
4980,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2005.0,2005.0,3091.0,210757,1466.6
4981,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2006.0,2006.0,2807.0,214849,1306.5
4982,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2007.0,2007.0,2796.0,219456,1274.1
4983,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2008.0,2008.0,2902.0,223171,1300.3
4984,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2009.0,2009.0,2647.0,227670,1162.6
4985,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2010.0,2010.0,2925.0,230961,1266.4
4986,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2011.0,2011.0,3060.0,236298,1295.0
4987,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2012.0,2012.0,3014.0,239150,1260.3
4988,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2013.0,2013.0,3107.0,241490,1286.6
4989,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2014.0,2014.0,2987.0,241379,1237.5
4990,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2015.0,2015.0,3324.0,240432,1382.5
4991,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2016.0,2016.0,2840.0,240436,1181.2
4992,Diseases of the respiratory system,J00-J98,White,2106-3,Female,F,85+ years,85+,2017.0,2017.0,3073.0,247065,1243.8
4993,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,1999.0,1999.0,11.0,89178,Unreliable
4994,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2001.0,2001.0,12.0,90491,Unreliable
4995,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2002.0,2002.0,11.0,89786,Unreliable
4996,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2003.0,2003.0,13.0,90012,Unreliable
4997,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2004.0,2004.0,10.0,90103,Unreliable
4998,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2005.0,2005.0,11.0,84020,Unreliable
4999,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2006.0,2006.0,11.0,83769,Unreliable
5000,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2007.0,2007.0,15.0,85585,Unreliable
5001,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2008.0,2008.0,13.0,85813,Unreliable
5002,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2009.0,2009.0,11.0,84741,Unreliable
5003,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2011.0,2011.0,14.0,81597,Unreliable
5004,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2013.0,2013.0,15.0,81003,Unreliable
5005,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2014.0,2014.0,12.0,80681,Unreliable
5006,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,< 1 year,1,2015.0,2015.0,12.0,80461,Unreliable
5007,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,5-14 years,5-14,2003.0,2003.0,10.0,946967,Unreliable
5008,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,5-14 years,5-14,2009.0,2009.0,14.0,853469,Unreliable
5009,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,5-14 years,5-14,2013.0,2013.0,11.0,826280,Unreliable
5010,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,5-14 years,5-14,2014.0,2014.0,10.0,817808,Unreliable
5011,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,1999.0,1999.0,18.0,915931,Unreliable
5012,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2000.0,2000.0,17.0,923553,Unreliable
5013,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2001.0,2001.0,13.0,938263,Unreliable
5014,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2002.0,2002.0,12.0,945032,Unreliable
5015,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2003.0,2003.0,17.0,954016,Unreliable
5016,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2004.0,2004.0,16.0,958555,Unreliable
5017,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2006.0,2006.0,13.0,971999,Unreliable
5018,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2007.0,2007.0,13.0,978614,Unreliable
5019,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2008.0,2008.0,13.0,981241,Unreliable
5020,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2009.0,2009.0,17.0,980060,Unreliable
5021,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2010.0,2010.0,12.0,977382,Unreliable
5022,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2011.0,2011.0,18.0,970037,Unreliable
5023,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2012.0,2012.0,11.0,965263,Unreliable
5024,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2013.0,2013.0,16.0,949384,Unreliable
5025,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2014.0,2014.0,12.0,938275,Unreliable
5026,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2015.0,2015.0,16.0,924117,Unreliable
5027,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2016.0,2016.0,18.0,910066,Unreliable
5028,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,15-24 years,15-24,2017.0,2017.0,12.0,893587,Unreliable
5029,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,1999.0,1999.0,22.0,1018155,2.2
5030,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2000.0,2000.0,23.0,998097,2.3
5031,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2001.0,2001.0,25.0,973897,2.6
5032,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2002.0,2002.0,22.0,958342,2.3
5033,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2003.0,2003.0,24.0,945663,2.5
5034,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2004.0,2004.0,18.0,929509,Unreliable
5035,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2005.0,2005.0,14.0,909846,Unreliable
5036,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2006.0,2006.0,14.0,897847,Unreliable
5037,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2007.0,2007.0,30.0,897969,3.3
5038,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2009.0,2009.0,25.0,923007,2.7
5039,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2010.0,2010.0,26.0,931686,2.8
5040,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2011.0,2011.0,38.0,953090,4.0
5041,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2012.0,2012.0,25.0,965486,2.6
5042,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2013.0,2013.0,25.0,980212,2.6
5043,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2014.0,2014.0,27.0,986843,2.7
5044,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2015.0,2015.0,13.0,991446,Unreliable
5045,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2016.0,2016.0,23.0,991268,2.3
5046,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,25-34 years,25-34,2017.0,2017.0,20.0,1000593,2.0
5047,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,1999.0,1999.0,68.0,1148716,5.9
5048,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2000.0,2000.0,63.0,1144602,5.5
5049,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2001.0,2001.0,57.0,1136801,5.0
5050,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2002.0,2002.0,53.0,1122523,4.7
5051,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2003.0,2003.0,61.0,1104671,5.5
5052,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2004.0,2004.0,65.0,1084867,6.0
5053,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2005.0,2005.0,55.0,1062654,5.2
5054,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2006.0,2006.0,62.0,1038227,6.0
5055,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2007.0,2007.0,51.0,1009876,5.1
5056,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2008.0,2008.0,49.0,980496,5.0
5057,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2009.0,2009.0,61.0,949662,6.4
5058,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2010.0,2010.0,45.0,929113,4.8
5059,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2011.0,2011.0,45.0,908496,5.0
5060,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2012.0,2012.0,40.0,896960,4.5
5061,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2013.0,2013.0,47.0,886952,5.3
5062,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2014.0,2014.0,42.0,874212,4.8
5063,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2015.0,2015.0,36.0,864919,4.2
5064,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2016.0,2016.0,46.0,850810,5.4
5065,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,35-44 years,35-44,2017.0,2017.0,40.0,849692,4.7
5066,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,1999.0,1999.0,165.0,946618,17.4
5067,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2000.0,2000.0,175.0,966538,18.1
5068,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2001.0,2001.0,182.0,995197,18.3
5069,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2002.0,2002.0,172.0,995147,17.3
5070,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2003.0,2003.0,181.0,1004205,18.0
5071,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2004.0,2004.0,168.0,1014573,16.6
5072,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2005.0,2005.0,186.0,1025687,18.1
5073,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2006.0,2006.0,175.0,1033560,16.9
5074,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2007.0,2007.0,206.0,1038870,19.8
5075,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2008.0,2008.0,145.0,1043521,13.9
5076,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2009.0,2009.0,225.0,1047587,21.5
5077,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2010.0,2010.0,179.0,1046773,17.1
5078,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2011.0,2011.0,199.0,1037468,19.2
5079,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2012.0,2012.0,158.0,1025563,15.4
5080,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2013.0,2013.0,181.0,1011904,17.9
5081,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2014.0,2014.0,198.0,997388,19.9
5082,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2015.0,2015.0,169.0,982466,17.2
5083,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2016.0,2016.0,142.0,958630,14.8
5084,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,45-54 years,45-54,2017.0,2017.0,157.0,934611,16.8
5085,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,1999.0,1999.0,432.0,622646,69.4
5086,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2000.0,2000.0,405.0,628815,64.4
5087,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2001.0,2001.0,395.0,643944,61.3
5088,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2002.0,2002.0,426.0,680170,62.6
5089,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2003.0,2003.0,433.0,706024,61.3
5090,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2004.0,2004.0,426.0,729260,58.4
5091,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2005.0,2005.0,440.0,752510,58.5
5092,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2006.0,2006.0,441.0,775528,56.9
5093,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2007.0,2007.0,454.0,795186,57.1
5094,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2008.0,2008.0,437.0,809809,54.0
5095,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2009.0,2009.0,502.0,833756,60.2
5096,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2010.0,2010.0,481.0,854652,56.3
5097,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2011.0,2011.0,536.0,883764,60.6
5098,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2012.0,2012.0,523.0,887569,58.9
5099,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2013.0,2013.0,560.0,899716,62.2
5100,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2014.0,2014.0,594.0,910639,65.2
5101,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2015.0,2015.0,582.0,923470,63.0
5102,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2016.0,2016.0,561.0,929806,60.3
5103,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,55-64 years,55-64,2017.0,2017.0,570.0,936280,60.9
5104,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,1999.0,1999.0,1257.0,475328,264.4
5105,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2000.0,2000.0,1174.0,471812,248.8
5106,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2001.0,2001.0,1110.0,466192,238.1
5107,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2002.0,2002.0,1148.0,460762,249.2
5108,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2003.0,2003.0,1074.0,456624,235.2
5109,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2004.0,2004.0,1015.0,453992,223.6
5110,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2005.0,2005.0,1006.0,449849,223.6
5111,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2006.0,2006.0,883.0,446126,197.9
5112,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2007.0,2007.0,869.0,452497,192.0
5113,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2008.0,2008.0,964.0,467786,206.1
5114,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2009.0,2009.0,1036.0,478775,216.4
5115,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2010.0,2010.0,967.0,485888,199.0
5116,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2011.0,2011.0,1080.0,498906,216.5
5117,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2012.0,2012.0,961.0,532657,180.4
5118,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2013.0,2013.0,1096.0,556922,196.8
5119,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2014.0,2014.0,1086.0,576093,188.5
5120,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2015.0,2015.0,1146.0,595791,192.3
5121,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2016.0,2016.0,1235.0,615143,200.8
5122,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,65-74 years,65-74,2017.0,2017.0,1250.0,640060,195.3
5123,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,1999.0,1999.0,2256.0,286746,786.8
5124,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2000.0,2000.0,2195.0,288613,760.5
5125,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2001.0,2001.0,2128.0,295084,721.2
5126,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2002.0,2002.0,2214.0,300425,737.0
5127,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2003.0,2003.0,2119.0,303622,697.9
5128,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2004.0,2004.0,2219.0,306304,724.4
5129,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2005.0,2005.0,2183.0,306911,711.3
5130,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2006.0,2006.0,1979.0,305026,648.8
5131,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2007.0,2007.0,1908.0,303880,627.9
5132,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2008.0,2008.0,1946.0,300678,647.2
5133,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2009.0,2009.0,1980.0,297507,665.5
5134,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2010.0,2010.0,1912.0,296326,645.2
5135,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2011.0,2011.0,1906.0,293751,648.8
5136,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2012.0,2012.0,1879.0,292756,641.8
5137,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2013.0,2013.0,1803.0,292101,617.3
5138,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2014.0,2014.0,1739.0,291387,596.8
5139,Diseases of the respiratory system,J00-J98,White,2106-3,Male,M,75-84 years,75-84,2015.0,2015.0,1851.0,290982,636.1
